time,Fx,Fy,Fz
0.0,0.191102758,-0.252200618,1.445545049
0.0016608238220214844,0.199801382,-0.257821054,1.472830768
0.0033104419708251953,0.186584717,-0.258672787,1.52885895
0.00868844985961914,0.191908365,-0.265777276,1.535704605
0.010242223739624023,0.181969099,-0.277125636,1.658991191
0.011662960052490234,0.185688104,-0.283390267,1.671175876
0.013509988784790039,0.165374784,-0.28769363,1.738838937
0.015038490295410156,0.165478004,-0.292178849,1.757726321
0.016655921936035156,0.174265229,-0.298213416,1.792259355
0.021046161651611328,0.165263546,-0.307193912,1.835006869
0.02220916748046875,0.169702548,-0.314528928,1.91285004
0.023345947265625,0.161582287,-0.320746368,1.96395875
0.02500605583190918,0.158797344,-0.324430323,2.001563652
0.026699304580688477,0.159993324,-0.334522373,2.04701223
0.028334856033325195,0.159702978,-0.339041061,2.084654673
0.03374457359313965,0.163661276,-0.342769962,2.112294987
0.035063982009887695,0.181654541,-0.348489011,2.161137069
0.036778926849365234,0.182165934,-0.349696193,2.190318967
0.0384516716003418,0.181174513,-0.350764949,2.1989219
0.04010725021362305,0.196673974,-0.350801426,2.224318938
0.04619646072387695,0.180488275,-0.349015487,2.234352266
0.04731035232543945,0.191179258,-0.344571974,2.262746951
0.04852724075317383,0.206148301,-0.348578594,2.267822005
0.05007600784301758,0.193742766,-0.347783186,2.288547056
0.05172395706176758,0.200058778,-0.349225181,2.309465036
0.05331754684448242,0.203734769,-0.349830971,2.320039491
0.056607961654663086,0.193079848,-0.348016132,2.352929884
0.0577390193939209,0.204610836,-0.35346956,2.356714677
0.05878567695617676,0.205949053,-0.352442507,2.386936629
0.06004452705383301,0.201011191,-0.350288204,2.40145912
0.06182360649108887,0.209130732,-0.353116278,2.40451664
0.06348443031311035,0.205115398,-0.354952195,2.433658568
0.06513595581054688,0.210369318,-0.356161266,2.450886948
0.06671619415283203,0.213872135,-0.364403397,2.472589218
0.07104754447937012,0.211264431,-0.362665709,2.501365963
0.07219433784484863,0.205897153,-0.370203881,2.545331441
0.07332444190979004,0.200853347,-0.368410702,2.557167154
0.07515406608581543,0.216274098,-0.371557304,2.560581362
0.07673525810241699,0.200033491,-0.370442864,2.589583407
0.07835721969604492,0.20092415,-0.368756086,2.588578698
0.08363890647888184,0.2099042,-0.368798152,2.583224121
0.0849919319152832,0.213475324,-0.364822757,2.606569894
0.08672142028808594,0.2221894,-0.370220907,2.609902534
0.08835244178771973,0.211009195,-0.369773451,2.627338877
0.09018969535827637,0.209989716,-0.37020771,2.631196992
0.09617996215820312,0.229210415,-0.377676102,2.669321485
0.09727597236633301,0.237550459,-0.381427688,2.73015447
0.09847521781921387,0.24732563,-0.382304254,2.730565993
0.10002803802490234,0.257519972,-0.38702117,2.723440296
0.10169410705566406,0.257180549,-0.386573669,2.751979063
0.10358119010925293,0.265455155,-0.388808028,2.748279876
0.10847926139831543,0.279473954,-0.390780588,2.755069348
0.11006522178649902,0.286260628,-0.389378211,2.776643569
0.11165046691894531,0.296491687,-0.390892477,2.79902257
0.11360597610473633,0.293418427,-0.387106467,2.815564838
0.11528635025024414,0.301086684,-0.398349886,2.867878591
0.11667680740356445,0.306290897,-0.393240723,2.893054096
0.11866521835327148,0.314530588,-0.400381076,2.900718012
0.12108993530273438,0.318751633,-0.400546343,2.919225019
0.12232732772827148,0.309936683,-0.397168676,2.946855444
0.12349271774291992,0.315517545,-0.398604761,2.954742444
0.1251363754272461,0.32116728,-0.401276582,2.969699129
0.12672805786132812,0.308667881,-0.396071129,2.974293578
0.12833571434020996,0.319134055,-0.399190728,2.979747064
0.1336960792541504,0.315949972,-0.39730305,3.00289837
0.13506531715393066,0.320704892,-0.393420767,3.013075237
0.13679718971252441,0.302313047,-0.389013244,3.025554779
0.13843488693237305,0.302383205,-0.386209908,3.016380613
0.1400301456451416,0.308934265,-0.386696962,3.02522055
0.1461799144744873,0.293570807,-0.383418786,3.038402822
0.14730381965637207,0.279079472,-0.370972432,3.053504836
0.14851140975952148,0.280774627,-0.376770765,3.042243523
0.15009570121765137,0.268789958,-0.369819666,3.06666624
0.15173840522766113,0.273465818,-0.368333571,3.07164973
0.1533973217010498,0.279181631,-0.372889796,3.079149895
0.1586315631866455,0.270772964,-0.367981063,3.10235015
0.15999245643615723,0.267068524,-0.3690253,3.119860966
0.1618056297302246,0.277599149,-0.36792275,3.128279811
0.1637277603149414,0.266768481,-0.363323188,3.148956019
0.1651763916015625,0.270770019,-0.369071317,3.166877155
0.16670799255371094,0.26860319,-0.366349092,3.181596121
0.17119479179382324,0.264016333,-0.365401877,3.184116037
