time,Fx,Fy,Fz
0.0,0.014600615,0.000553489,0.000551388
0.0014731884002685547,0.007475087,0.011086185,0.004786671
0.0033605098724365234,0.006535042,-0.013626627,0.0009021430000000006
0.00494384765625,0.008501645,0.0038052729999999996,-0.0009766710000000001
0.010838747024536133,0.010984198,0.003380771,-0.001571856
0.011700630187988281,0.015305416,-0.00022647499999999942,-0.001940664
0.013301610946655273,0.00559108,0.011427709,-0.004256472
0.015871047973632812,0.014071882,-0.004601676000000001,0.0016055779999999999
0.016780614852905273,0.015888669,-0.0013332040000000002,-0.004351046
0.018120288848876953,0.006776987,0.006287685,0.00588154
0.02336859703063965,0.012835678,-0.008574281,-0.004485647
0.02494025230407715,0.007789285,-0.018961323,0.001268374
0.026604413986206055,0.006161643,0.0013424539999999999,0.007084017
0.028368711471557617,0.010584989,-0.014537536,0.008903763
0.029934406280517578,0.015611831,0.005116012999999999,-0.001285151
0.035788774490356445,0.006045189999999999,0.013612192999999998,-0.004948612
0.036651611328125,0.011472193,0.011353609,0.008085363
0.03832745552062988,0.01347535,-0.003934067000000001,-0.005973490999999999
0.040862321853637695,0.020883244,0.017691628,0.0014046709999999997
0.04172921180725098,0.014241109,-0.002159185000000001,0.00049266
0.04317498207092285,0.010272818,0.013045724999999998,-0.004059979
0.04842734336853027,0.011387417,0.0025120969999999996,0.005102996
0.04979538917541504,0.009033104,0.003199205,0.005565228
0.05161714553833008,0.013432728,-0.007356794,-0.007819832
0.05337381362915039,0.005866668,-0.004164626,-0.0038131829999999995
0.054940223693847656,0.006347851,-0.002041329,-0.004443332
0.05953860282897949,0.007482901,-0.006701914999999999,-0.0011803
0.0603330135345459,0.006885407,-0.002425532,0.002735593
0.06162667274475098,0.011058882,-0.006105952,0.00215365
0.06330132484436035,0.006282851,0.0010796120000000006,-0.0027254519999999997
0.0658869743347168,0.009034253,-0.011471755,0.009115451
0.06676435470581055,0.009965185,0.0008889280000000006,-0.008775025000000002
0.0682075023651123,0.016260158,0.004244461,0.005165271000000001
0.07339739799499512,0.009214993000000001,-0.01286684,-0.0028599159999999997
0.0749666690826416,0.009236021,-0.01616774,-0.004483191
0.07667779922485352,0.01029847,-0.0018843980000000007,-0.0010505069999999996
0.07828497886657715,0.007945409,0.0038473050000000005,-0.00888682
0.07985186576843262,0.006300386,0.013983574,0.0037055739999999997
0.08578681945800781,0.016933202,-0.010710092,-0.006166769000000001
0.08664441108703613,0.015904778,0.006989625000000001,-0.002892019
0.08831954002380371,0.014107124,0.010242746,-0.003096608
0.09089064598083496,0.010179284,0.006538227,-0.008084342
0.09190678596496582,0.004100834,0.008254906,0.0010354539999999999
0.09330344200134277,0.001975621,-0.014086072999999998,-0.002703225
0.09837031364440918,0.004999158,0.009506587000000002,-0.001929785
0.09979915618896484,0.008527923,0.0003166179999999994,-0.003600972
0.10159873962402344,0.005303526,-0.009530864,0.004508861
0.10334515571594238,0.004840608,-0.006084978,-0.0007865659999999998
0.10490798950195312,0.012218333000000001,0.002929441999999999,-0.007928933000000003
0.11086630821228027,0.010617331,0.013865455000000002,0.00721253
0.11174297332763672,0.009398303,-0.004170808999999999,-0.0006416689999999992
0.11331462860107422,0.009256548,-0.001827029,-0.008272143999999999
0.11585712432861328,0.010688758,0.0034532830000000006,-0.0003634420000000003
0.11672306060791016,0.008100587,-0.009748799,-0.008579534
0.11815571784973145,0.011685116,0.002019962,0.004401175
0.12156271934509277,0.007956233,-0.018951941,-0.004016877
0.1234126091003418,0.011963253,0.014431155000000001,0.0015389740000000002
0.12500691413879395,0.016082878,0.0069187779999999996,-0.00072473
0.1266646385192871,0.011282403,-0.005811769,-0.010818616
0.1283550262451172,0.012263845,-0.003259276,-0.0019545580000000003
0.12992596626281738,0.011883585,-0.015797755,0.001185238
0.13571715354919434,0.005735435,-0.005825733,-0.006187054000000001
0.13658499717712402,0.007242379,-0.015969844,0.012816867
0.13824701309204102,0.007991059,-0.012528823,-0.0006135570000000007
0.14085865020751953,0.010774717,0.0029071930000000006,-0.000405841
0.14173102378845215,0.014149155,-0.0032635919999999996,-0.000324707
0.14316797256469727,0.0072924819999999994,-0.004807445,-0.002243231
0.1484365463256836,0.008755545,0.007173725999999999,0.0016701440000000001
0.15000462532043457,0.017471547,0.0003817989999999995,-0.00266427
0.15145039558410645,0.008432838,-0.004692571,-0.007650728
0.1533646583557129,0.010208137,0.006310631999999999,-0.006124903
0.15494585037231445,0.011108033,-0.013424163,-0.00657487
0.16077423095703125,0.010703182,0.008596995999999999,-0.006958833
0.16164374351501465,0.00678558,0.0027628770000000004,-0.003890848
0.16330623626708984,0.005486472,-0.006140737,-0.006107698
0.16586041450500488,0.005400317,-0.006740114,0.006532263000000002
0.16675972938537598,0.012438402,-0.000511498,-0.00048119899999999986
0.16819381713867188,0.013630777,0.004019449,-0.0021774329999999995
0.17337918281555176,0.006402771000000001,-0.00035518099999999955,-0.005568298
0.17494988441467285,0.013970139,-0.009108672,-0.006558337
0.17661023139953613,0.011423968,-0.0008004580000000004,0.004858923
0.17830514907836914,0.014988691,-0.014629635,-0.005692373
0.1798686981201172,0.010050117,-0.005081931999999999,0.006306086999999999
0.18436217308044434,0.011495127,-0.007024023,-0.003669733999999999
0.18654680252075195,0.0016035670000000002,-0.007848443,0.0008831439999999998
0.1881709098815918,0.006936423,-0.00434119,0.00017109199999999997
0.19082307815551758,0.016019279,0.014705175,-0.0009454010000000001
0.1917099952697754,0.016627568,-0.0017964860000000017,0.00026291900000000013
0.19316554069519043,0.006383792999999999,-0.014111888,0.002593319
0.19837379455566406,0.009233208,0.0001248950000000016,-0.006984743
0.19994020462036133,0.007335079,-0.0074242250000000004,-0.006970878
0.20145869255065918,0.006541579,-0.0022302350000000006,0.004672975999999999
0.20337438583374023,0.006700808,0.002398337,-0.004029734999999999
0.20492959022521973,0.008892723,0.0096021,0.00833453
0.2107689380645752,0.011089799,-0.013100846000000001,0.0025682970000000006
0.21163320541381836,0.01339284,0.012311643,-0.00204285
0.21329092979431152,0.015355543,-0.001021089000000001,-0.004753398
0.21578741073608398,0.015687094,0.010976159,-0.002904184
0.21671319007873535,0.01158212,-0.0021234879999999998,0.002128847
0.218186616897583,0.012215067,0.005623559,-0.0052768780000000005
0.22328639030456543,0.013394946,0.013327567,-5.974600000000028e-05
0.22488903999328613,0.011467555,0.0006632189999999996,0.009148184
0.2265918254852295,0.0017941910000000005,0.004343892,0.0027268550000000003
0.22837615013122559,0.002013377,-0.014530793000000002,-0.00032301300000000003
0.22992539405822754,0.008936972,-0.007735664,-0.005546624
0.23583674430847168,0.014394151,0.006403072999999999,-0.0016443520000000004
0.2366962432861328,0.006114734,0.012466678,-0.01440083
0.2382514476776123,0.012885703,-0.007670742999999999,-0.002658503999999999
0.2408607006072998,0.005294601,0.0010652280000000005,0.004251346999999999
0.24173998832702637,0.005262666,-0.011173199,-0.002847537
0.24317479133605957,0.011570199,0.005220625000000001,-0.00016218800000000018
0.24702095985412598,0.013040353,0.003077002,0.002174596
0.24824261665344238,0.01017618,0.002063105,0.003929292
0.24982094764709473,0.005070573,-0.018874044,-0.0009155839999999997
0.2514798641204834,0.009446615,0.004024024000000001,-0.004021788
0.25333356857299805,0.00584854,-0.017816668,-0.004178203
0.25489377975463867,0.013568068000000003,0.002974918,-0.003566882
0.2608182430267334,0.008780297,-0.004619596000000001,0.0011712669999999997
0.26168274879455566,0.008729829,-0.004813553,0.001289405
0.26325321197509766,0.015377935000000002,0.011549466999999999,0.003604624
0.26583099365234375,0.011331126,-0.006042600000000002,-0.005272759999999999
0.2667059898376465,0.011626555,0.012739578,-0.002614457
0.2681419849395752,0.008300872,-0.005883302000000002,0.004385462
0.27318382263183594,0.00857489,0.008245614,-0.007694586999999999
0.27488160133361816,0.007190761,-0.010227236999999998,0.0007795750000000002
0.2765505313873291,0.006070617,0.0017952439999999997,0.00084127
0.27829694747924805,0.005836038,-0.014572085,0.002855466
0.27984189987182617,0.013351011,0.0014064660000000003,-0.0061898050000000005
0.28588032722473145,0.013186095,0.002780843,0.001539698
0.28677940368652344,0.012400831,0.014695237,-0.004020995
0.28812241554260254,0.007750844,-0.009204018000000001,-0.0025038630000000003
0.29086971282958984,0.015610052,0.008947144999999998,-0.007104748000000001
0.2917466163635254,0.01393466,0.010268923,-0.01199099
0.29320430755615234,0.010622509,0.00046361399999999935,-0.004437613
0.29826903343200684,0.011269631,0.003938115,0.0023097889999999996
0.29982900619506836,0.014374147,0.005915689,-0.0029219110000000006
0.3015010356903076,0.006991480999999999,-0.0037154879999999994,-0.003846126
0.3033866882324219,0.01570105,0.010100791,-0.004889604
0.304945707321167,0.0073633529999999996,-0.010171824000000001,-0.005159108
0.3094053268432617,0.010660339,0.0003299180000000002,-0.004496819
0.3101978302001953,0.01029733,-0.0070976929999999995,0.0030985469999999992
0.3116734027862549,0.007034243,-0.00384472,-0.0038876680000000004
0.3132967948913574,0.013834629,0.004878147000000001,0.00029333099999999954
0.31588029861450195,0.006664419,-0.012512262,-0.0042479
0.31679344177246094,0.016750583,0.006804687,0.0006760480000000003
0.31812214851379395,0.011582474,-0.011504598000000001,-0.005024473
0.32335424423217773,0.009742774,-0.0015433989999999991,-0.003669917
0.324951171875,0.011043246,0.002825605,-0.00016047700000000002
0.32662200927734375,0.00067591,-0.032214128,-0.001166745
0.32836174964904785,0.011898973,-0.0028549349999999994,-0.004734196
0.32992053031921387,0.00954724,-0.003731468,-0.013868447999999998
0.3357546329498291,0.015194697,0.0003155959999999996,-0.007714864
0.3366107940673828,0.01169255,0.004902080999999999,-0.001144628
