time,Fx,Fy,Fz
0.0,-0.01454675,-0.036932386,0.043486523
0.0009083747863769531,-0.010409414,-0.039480815,0.040744292
0.007415771484375,-0.009707911,-0.036985646,0.041919589
0.008357763290405273,-0.010679065,-0.040207762,0.03276007
0.010898590087890625,-0.011525085,-0.041407088,0.042101878
0.012548446655273438,-0.009096451,-0.03970868,0.036979169
0.014241933822631836,-0.013163591,-0.037175122,0.039555727
0.018822431564331055,-0.011650025,-0.036316191,0.033987154
0.019653797149658203,-0.007905653,-0.035553866,0.04115485
0.022557973861694336,-0.008677675,-0.038337761,0.039856217
0.0250089168548584,-0.005385258,-0.034966924,0.040453853
0.025915145874023438,-0.008569068,-0.029122818,0.040970693
0.032384395599365234,-0.008063108,-0.030736456,0.04282283
0.033270835876464844,-0.007603342,-0.036242369,0.041964178
0.03602337837219238,-0.009789497,-0.035507649,0.044238222
0.03777337074279785,-0.013801348,-0.038093685,0.047584928
0.039298295974731445,-0.008058994,-0.037554075,0.042403218
0.04497051239013672,-0.007005527,-0.033774137,0.045615985
0.045899391174316406,-0.009831839,-0.034602301,0.043359778
0.04773998260498047,-0.006508819,-0.036189095,0.041755028
0.05003690719604492,-0.014290525,-0.03049963,0.044243861
0.051036834716796875,-0.010577852,-0.035694221,0.042460694
0.0525670051574707,-0.009373308,-0.038299108,0.042773091
0.05738639831542969,-0.006146675,-0.036458045,0.042774291
0.05827808380126953,-0.00889469,-0.03749572,0.040542772
0.06249880790710449,-0.012001871,-0.039358628,0.040258259
0.06342458724975586,-0.006038532,-0.037397575,0.040875957
0.06631994247436523,-0.007748738,-0.03883987,0.039803717
0.06759977340698242,-0.010167727,-0.044201432,0.042073101
0.0698697566986084,-0.010935197,-0.043868036,0.038269327
0.07103157043457031,-0.012692285,-0.039310405,0.040102114
0.07264566421508789,-0.013160648,-0.040896231,0.036527154
0.07501029968261719,-0.01235851,-0.042867332,0.039539324
0.0758979320526123,-0.010731082,-0.044779896,0.037389578
0.08185410499572754,-0.015649154,-0.037771259,0.033805653
0.08264684677124023,-0.007580327,-0.046090108,0.034445769
0.08423757553100586,-0.017621178,-0.041597446,0.037677109
