-0.270344487,3.900358652,1.665479585,-0.7441376622816783,-2.707270914538182,3.397211835069371,-0.495792483,-2.472515706,0.778026001
-0.282103332,3.888034032,1.649207036,-0.7448952239079897,-2.71223460812893,3.3968567336248916,-0.4898017,-2.472503732,0.764697255
-0.283497923,3.868460425,1.633439557,-0.7497370064017883,-2.7246198844620713,3.3954590996019616,-0.452061626,-2.465516779,0.798724246
-0.271442132,3.848582761,1.619414096,-0.7504771095961567,-2.7379587702679005,3.383639038624057,-0.399622524,-2.475978319,0.854402493
-0.159102714,3.846971031,1.745998454,-0.7562984366068451,-2.7602640458565157,3.3654788326954805,-0.10543417,-1.708768737,0.74735559
-0.185562258,3.846850339,1.612933306,-0.7628017853326345,-2.7809018123849056,3.3526266469412995,-0.226142936,-2.470719134,0.929832383
-0.159410168,3.853020972,1.681930864,-0.7647085408832116,-2.7995347409275912,3.3307466753851096,-0.121634707,-2.054961773,0.904127995
-0.156816789,3.807973172,1.742536823,-0.768428188366183,-2.817582675211464,3.3141831054595605,-0.096693187,-1.501131465,0.710706709
-0.188809477,3.809000356,1.73884981,-0.773382142254571,-2.833530764933052,3.3009067166829817,-0.13032761,-1.317052373,0.561832174
-0.203315532,3.847812449,1.751596678,-0.7781094222624981,-2.8467477802563033,3.281448694763579,-0.127329456,-1.138133616,0.481280731
-0.198242283,3.870125922,1.777853252,-0.7859446647453664,-2.8576843467607644,3.2704153924357,-0.0757458,-0.79349292,0.389666625
-0.202230807,3.888791454,1.78164332,-0.7900263974038545,-2.864634152261326,3.2650192403575433,-0.072571378,-0.640716464,0.284387577
-0.200692922,3.934735651,1.798595427,-0.7931175127016291,-2.8675885646044583,3.2609557353160903,-0.064139601,-0.561007506,0.248093313
-0.196886308,3.984948518,1.839402937,-0.8020949006143124,-2.8691115516878862,3.2659919263032045,-0.021851963,-0.311677972,0.169762875
-0.207221045,4.065449202,1.874745968,-0.8010569225257556,-2.8636215186564495,3.2708595511621965,0.0065976669999999,-0.134016477,0.077046309
-0.210035246,4.106123058,1.892346414,-0.8021352513891018,-2.8597208131238827,3.2817981094916986,0.028656473,-0.0414074819999999,0.066357067
-0.213589938,4.137438481,1.91664833,-0.8002178953950794,-2.855480490720069,3.288471746485482,0.047984184,0.0570146029999999,0.017753444
-0.218615536,4.170538642,1.940991111,-0.8015463812076989,-2.8506401018876764,3.306504778988222,0.059505327,0.099595808,0.007212769
-0.211924183,4.206571617,1.965808951,-0.7947686769423049,-2.8470118442,3.327842778108232,0.077348615,0.157518556,-0.017481791
-0.20276991,4.225535049,1.991945409,-0.7937837653198004,-2.8482035771303864,3.3396533868477207,0.087833163,0.205795074,-0.029442942
-0.204166697,4.245512713,2.00267051,-0.7880761752641844,-2.8456860655506797,3.3619758346962176,0.091760186,0.250262333,-0.042549636
-0.194482891,4.254387637,2.018516843,-0.7837776784541304,-2.8458325115709804,3.3794108385056356,0.096936341,0.246968501,-0.049809934
-0.183266377,4.26002584,2.042200893,-0.785818758521268,-2.845396299796803,3.394829284544297,0.097752857,0.267979394,-0.053762468
-0.178328027,4.255343484,2.037947666,-0.7862471647650111,-2.845359303055597,3.4085056980956265,0.103083191,0.271647657,-0.043261664
