sample_index,received_timestamp_sec,source_timestamp_sec,Fx,Fy,Fz,user_number,object_diameter_mm,task_performed,trial_number,sensor_number,finger_name,topic,raw_msg_length
,,1781121147.117640734,0.191351948,0.784372325,-1.214559052,,,,,,,,
,,1781121147.133268595,0.329033007,0.592272258,-1.164265059,,,,,,,,
,,1781121147.149207115,0.503899606,0.480760824,-1.157296731,,,,,,,,
,,1781121147.167638063,0.658774344,0.259418635,-1.104385219,,,,,,,,
,,1781121147.184282541,0.743764089,0.071832098,-1.071558922,,,,,,,,
,,1781121147.201074362,0.762272345,-0.081479135,-1.058870007,,,,,,,,
,,1781121147.217869997,0.796404091,-0.210416672,-1.136818869,,,,,,,,
,,1781121147.234451771,0.791427380,-0.131655156,-1.266866337,,,,,,,,
,,1781121147.251099348,0.747394535,0.103697548,-1.433689933,,,,,,,,
,,1781121147.267771006,0.757349256,0.411805197,-1.593250406,,,,,,,,
,,1781121147.284381151,0.707010561,0.745723399,-1.654696424,,,,,,,,
,,1781121147.301107407,0.507059452,1.226129148,-1.592955580,,,,,,,,
,,1781121147.317763090,0.358474638,1.505981717,-1.508926168,,,,,,,,
,,1781121147.334404945,0.203604136,1.724857062,-1.429401267,,,,,,,,
,,1781121147.351192713,0.102364648,1.921432359,-1.359072468,,,,,,,,
,,1781121147.367626905,0.027472435,1.954276513,-1.311881288,,,,,,,,
,,1781121147.383468151,0.003067667,2.061821587,-1.330731538,,,,,,,,
,,1781121147.399434090,0.026061124,2.149816864,-1.253426451,,,,,,,,
,,1781121147.417751312,0.173497639,1.673452664,-1.149446918,,,,,,,,
,,1781121147.434395790,0.283391882,1.012714190,-1.056947850,,,,,,,,
,,1781121147.451068163,0.347264744,0.671678873,-1.045990238,,,,,,,,
,,1781121147.467898607,0.209173351,0.619856093,-1.117681954,,,,,,,,
,,1781121147.484431505,0.125582792,0.650102117,-1.016661218,,,,,,,,
,,1781121147.501148701,0.214900364,0.536752547,-0.961748182,,,,,,,,
,,1781121147.517977238,0.379981180,0.386265694,-0.919282386,,,,,,,,
,,1781121147.534617186,0.451450837,0.284289978,-0.960442105,,,,,,,,
,,1781121147.551015139,0.509329767,0.157856403,-1.015315356,,,,,,,,
,,1781121147.567855358,0.452029134,0.177628057,-1.095264489,,,,,,,,
,,1781121147.584409237,0.338332218,0.354036450,-1.221504822,,,,,,,,
,,1781121147.601142406,0.334606986,0.524190167,-1.372187765,,,,,,,,
,,1781121147.617652416,0.388997155,0.698816162,-1.459106488,,,,,,,,
,,1781121147.634530544,0.399524339,0.897093701,-1.492155219,,,,,,,,
,,1781121147.650896311,0.301516054,1.076489120,-1.493994913,,,,,,,,
,,1781121147.667697191,0.212634863,1.146947620,-1.504709474,,,,,,,,
,,1781121147.684370995,0.135611759,1.384864684,-1.553735083,,,,,,,,
,,1781121147.701181889,0.038051915,1.766132842,-1.516438732,,,,,,,,
,,1781121147.717702150,-0.060296137,2.120289414,-1.470849500,,,,,,,,
,,1781121147.734449625,-0.140900906,2.325471743,-1.423655440,,,,,,,,
,,1781121147.751031160,-0.152437475,2.415561586,-1.413333721,,,,,,,,
,,1781121147.767676353,-0.256782891,2.680989219,-1.391721870,,,,,,,,
,,1781121147.784378052,-0.354406413,2.906914724,-1.331584668,,,,,,,,
,,1781121147.801083803,-0.339657485,2.749695479,-1.233309750,,,,,,,,
,,1781121147.817645788,-0.326562106,2.153277843,-1.095084963,,,,,,,,
,,1781121147.834371328,-0.324553833,1.454209353,-0.969125108,,,,,,,,
,,1781121147.851171494,-0.393516657,1.160099336,-0.827865444,,,,,,,,
,,1781121147.867897272,-0.289743403,1.084393154,-0.830115565,,,,,,,,
,,1781121147.884357214,-0.138696246,1.085934819,-0.896101683,,,,,,,,
,,1781121147.900039434,0.006017590,1.072265641,-0.934983631,,,,,,,,
,,1781121147.915951967,0.080919960,1.066629325,-0.942613423,,,,,,,,
,,1781121147.931901693,0.172906513,1.032450238,-0.972169396,,,,,,,,
,,1781121147.951045513,0.264846999,1.001985448,-1.061190385,,,,,,,,
,,1781121147.967687607,0.394264953,0.938684252,-1.144775170,,,,,,,,
,,1781121147.984455109,0.344743747,0.994716312,-1.240781233,,,,,,,,
,,1781121148.001014948,0.366439670,1.101193340,-1.393753205,,,,,,,,
,,1781121148.017847300,0.351491832,1.235293102,-1.512303150,,,,,,,,
,,1781121148.034346104,0.332518350,1.376568190,-1.612467614,,,,,,,,
,,1781121148.050991297,0.222697137,1.623196541,-1.629086390,,,,,,,,
,,1781121148.067919254,0.055769842,1.752922057,-1.592970958,,,,,,,,
,,1781121148.084525585,0.010350112,1.802636293,-1.549277519,,,,,,,,
,,1781121148.101123333,0.015992643,1.846568521,-1.473619218,,,,,,,,
,,1781121148.117708206,0.015914916,1.929519201,-1.440125489,,,,,,,,
,,1781121148.134297132,-0.083617513,2.067233415,-1.402663345,,,,,,,,
,,1781121148.150204897,-0.153962721,2.054250638,-1.365757099,,,,,,,,
,,1781121148.166180134,-0.209411275,2.161623240,-1.323226492,,,,,,,,
,,1781121148.181991577,-0.204677436,2.145593316,-1.172106639,,,,,,,,
,,1781121148.201121092,-0.122711632,1.550112589,-1.028907509,,,,,,,,
,,1781121148.217738390,-0.018410939,1.074349110,-1.002596167,,,,,,,,
,,1781121148.234454393,-0.070321600,1.039925915,-0.934540545,,,,,,,,
,,1781121148.251127958,-0.010395658,1.007928069,-0.853682091,,,,,,,,
,,1781121148.267766953,0.074793405,0.869383276,-0.818653090,,,,,,,,
,,1781121148.284403324,0.138508042,0.759521970,-0.805385127,,,,,,,,
,,1781121148.301000595,0.189644475,0.634788956,-0.818751514,,,,,,,,
,,1781121148.317810774,0.201887972,0.588760076,-0.839608920,,,,,,,,
,,1781121148.334495544,0.177081821,0.684576453,-0.902195451,,,,,,,,
,,1781121148.351145506,0.184914983,0.838996463,-0.975604269,,,,,,,,
,,1781121148.367736101,0.161444429,1.026025256,-1.101716512,,,,,,,,
,,1781121148.384440660,0.076876269,1.239129565,-1.311393735,,,,,,,,
,,1781121148.401066065,0.085149953,1.360099794,-1.521563107,,,,,,,,
,,1781121148.416838169,0.138517139,1.535059077,-1.532281050,,,,,,,,
,,1781121148.433041573,0.111950153,1.750625308,-1.546336291,,,,,,,,
,,1781121148.448537827,-0.028340462,1.659845521,-1.469554336,,,,,,,,
,,1781121148.467878819,-0.028795369,1.482469715,-1.427013801,,,,,,,,
,,1781121148.484685898,-0.100333243,1.496708045,-1.420068314,,,,,,,,
,,1781121148.501208305,-0.121487757,1.491563351,-1.447963656,,,,,,,,
,,1781121148.517640591,-0.200372334,1.564819414,-1.374737709,,,,,,,,
,,1781121148.534356356,-0.268345785,1.680472471,-1.218771734,,,,,,,,
,,1781121148.551053286,-0.310532861,1.725832999,-1.030241031,,,,,,,,
,,1781121148.567818165,-0.379485755,1.754471182,-0.818951136,,,,,,,,
,,1781121148.584415436,-0.413288941,1.703926013,-0.712142171,,,,,,,,
,,1781121148.601043224,-0.478383980,1.749126780,-0.596196862,,,,,,,,
,,1781121148.617753267,-0.458258586,1.685134539,-0.553325807,,,,,,,,
,,1781121148.634357691,-0.391386919,1.576505492,-0.556624172,,,,,,,,
,,1781121148.651146412,-0.314736635,1.489109337,-0.565911028,,,,,,,,
,,1781121148.667760134,-0.216703950,1.378374063,-0.587607817,,,,,,,,
,,1781121148.683454275,-0.116293940,1.245902096,-0.611564595,,,,,,,,
,,1781121148.699448109,-0.023557581,1.108039883,-0.699486763,,,,,,,,
,,1781121148.717813492,0.037149920,0.989351863,-0.773186538,,,,,,,,
,,1781121148.734391928,0.082048893,0.915258140,-0.800346080,,,,,,,,
,,1781121148.751196623,0.167481329,0.822913392,-0.833858173,,,,,,,,
,,1781121148.767788649,0.224835740,0.713113018,-0.860688340,,,,,,,,
,,1781121148.784478664,0.255891589,0.635649953,-0.869220409,,,,,,,,
,,1781121148.801105022,0.264487116,0.598620523,-0.873489789,,,,,,,,
,,1781121148.817770481,0.263582468,0.555224971,-0.880125606,,,,,,,,
,,1781121148.834501982,0.247384627,0.539457966,-0.867490653,,,,,,,,
,,1781121148.851152897,0.375593478,0.502871029,-0.992255233,,,,,,,,
,,1781121148.867963552,0.335707846,0.556265505,-0.907249599,,,,,,,,
,,1781121148.884433985,-1.847266559,1.941116021,-0.999773203,,,,,,,,
